items_id,rfid,model_id,dateAcquired,location_id,serialNum,comments,price,pbhrnumber,user_id,accountedFor,alias,delete_Boolean
4804,2F2203447334C31000000207,5174,NULL,56,SG40017911,NULL,1900,NULL,44,Found,NULL,
5080,2F2203447334C31000000208,5176,NULL,57,SG40015240,NULL,1055.7,NULL,91,Found,NULL,
5031,2F2203447334C31000000209,5189,NULL,57,SG40101601,NULL,3120,NULL,10,Found,NULL,
5273,2F2203447334C3100000020A,5176,NULL,59,SG40005454,NULL,1055.7,NULL,26,Missing,NULL,
5194,2F2203447334C3100000020B,5160,NULL,59,MY40018274,NULL,3885.35,NULL,99,Missing,NULL,
5195,2F2203447334C3100000020C,5160,NULL,59,MY40017365,NULL,3885.35,NULL,47,Missing,NULL,
5274,2F2203447334C3100000020D,5176,NULL,59,MY40039309,NULL,1055.7,NULL,99,Missing,NULL,
5208,2F2203447334C3100000020E,5189,NULL,59,MY40104661,NULL,3120,NULL,99,Missing,NULL,
5209,2F2203447334C3100000020F,5189,NULL,59,SG40101609,NULL,3120,NULL,99,Missing,NULL,
5275,2F2203447334C31000000210,5176,NULL,59,MY40039401,NULL,1055.7,NULL,26,Missing,NULL,
5196,2F2203447334C31000000211,5160,NULL,59,MY40018324,NULL,3885.35,NULL,26,Missing,NULL,
5276,2F2203447334C31000000212,5176,NULL,59,MY40039545,NULL,1055.7,NULL,26,Missing,NULL,
5197,2F2203447334C31000000213,5160,NULL,59,MY40018412,NULL,3885.35,NULL,26,Missing,NULL,
5198,2F2203447334C31000000214,5160,NULL,59,MY40017405,NULL,3885.35,NULL,26,Missing,NULL,
5277,2F2203447334C31000000215,5176,NULL,59,MY40038313,NULL,1055.7,NULL,26,Missing,NULL,
5278,2F2203447334C31000000216,5176,NULL,59,MY40039385,NULL,1055.7,NULL,26,Missing,NULL,
5199,2F2203447334C31000000217,5160,NULL,59,SG40004526,NULL,3885.35,NULL,26,Missing,NULL,
5279,2F2203447334C31000000218,5176,NULL,59,MY40038839,NULL,1055.7,NULL,26,Missing,NULL,
5200,2F2203447334C31000000219,5160,NULL,59,MY40016416,NULL,3885.35,NULL,26,Missing,NULL,
5475,2F2203447334C3100000021A,5190,NULL,61,MY47012633,NULL,1118.8,NULL,26,Missing,NULL,
5476,2F2203447334C3100000021C,5190,NULL,61,MY47012493,NULL,1118.8,NULL,26,Missing,NULL,
5340,2F2203447334C3100000021E,5190,NULL,60,MY47012586,NULL,1118.8,NULL,26,Missing,NULL,
4715,2F2203447334C3100000021F,5190,NULL,54,MY47012470,NULL,1118.8,NULL,26,Missing,NULL,
5239,2F2203447334C31000000223,5190,NULL,59,MY47012514,NULL,1118.8,NULL,26,Missing,NULL,
